epoch
0
0
0
0
0,1162.5069760131837,0.16085657,0.08956555,10.528359,4.2969365,-0.0023595276,47377.293,364.0848449707031,0.06128112,0.022595791,16.764225,16.18106,-0.017409664,1370.2228
1,951.0822478637696,0.15880969,0.079076104,11.0449295,4.3654604,-0.0052088494,46356.156,2810.513832519531,0.14590883,0.11994767,9.322604,13.230637,-0.00049435964,4343.557
2,917.9375119628907,0.15704542,0.07667127,11.172727,4.3608136,-0.003117377,46378.785,3128.1379194335937,0.19937746,0.15613593,8.164516,11.396962,0.00071874115,7659.7446
3,907.97287109375,0.15504411,0.07626522,11.195378,4.340512,-0.0026053232,46623.973,2348.4632739257813,0.16497271,0.11839262,9.384258,11.271072,0.0008367787,8152.804
4,902.9095344848632,0.15374103,0.07608421,11.206018,4.328737,-0.002366327,46769.945,7380.059469726562,0.14180158,0.12813418,9.081109,12.48615,5.8310277e-05,5653.4043
5,897.8996354370117,0.15277626,0.07587242,11.217226,4.3184695,-0.0022000996,46896.625,63444.92588671875,0.27961275,0.27508587,5.633665,10.179078,7.180692e-06,10825.52
6,893.8673276977539,0.15203792,0.0756453,11.2297,4.3140435,-0.0021650027,46951.473,14705.557771484375,0.1814388,0.17147064,7.738126,11.640692,1.7472701e-05,7140.654
7,891.5758385009766,0.15164174,0.07554989,11.23507,4.3110843,-0.0020617826,46989.184,7718.238108886719,0.15663853,0.14478861,8.502984,12.798162,6.98354e-05,5066.6577
8,891.1547251586915,0.15150261,0.07553548,11.236232,4.3099103,-0.0020606094,47002.777,4314.907716552734,0.1569745,0.13670832,8.788859,12.4747305,0.00021786115,5732.324
9,889.5885159912109,0.1512733,0.075444594,11.241322,4.3071404,-0.0020483998,47037.285,11337.8725234375,0.1928675,0.17811139,7.5546474,11.253537,-2.8190774e-05,8048.89
10,887.8482163085938,0.15098569,0.075337104,11.246995,4.306237,-0.001998685,47052.793,10810.750333007813,0.21172923,0.1990548,7.057205,11.432485,3.2123695e-05,7663.075
11,886.338531616211,0.1507819,0.075251006,11.251534,4.304377,-0.0019876587,47074.06,2739.0154921875,0.18102127,0.14110287,8.635204,12.007188,-8.8571134e-05,6575.569
12,885.9209028320313,0.15069829,0.075226665,11.253465,4.3036976,-0.0019409074,47078.258,6061.825192871093,0.20812394,0.18867655,7.3217983,11.648252,0.00028722658,7144.645
13,885.9807362060546,0.15069304,0.07523826,11.252796,4.303944,-0.002013376,47076.473,10107.483203125,0.27950367,0.25660342,5.959361,10.51898,8.512547e-05,9978.033
14,885.3883994140625,0.15059616,0.07519438,11.255297,4.3033295,-0.002003603,47086.664,2263.464996948242,0.14364637,0.112938225,9.603662,12.407225,0.00012231217,5808.1416
15,885.1689252319336,0.15055382,0.07517908,11.256312,4.3026557,-0.0019208196,47094.56,8868.966862304687,0.18795142,0.1724774,7.7450695,11.429459,4.6855675e-05,7700.563
16,885.7206340942383,0.15059438,0.075214215,11.254509,4.303606,-0.0019778782,47086.836,5275.932297363282,0.2558004,0.21751247,6.743856,10.87395,0.0008971925,9023.367
17,886.3528607788086,0.15067221,0.075273715,11.251356,4.3031983,-0.0020150947,47086.727,10820.039961914063,0.19530822,0.18158673,7.4687176,11.971477,6.990494e-05,6438.122
18,884.6325169067383,0.15047404,0.07516681,11.257005,4.3028026,-0.0019873257,47091.375,7254.049724121094,0.1648006,0.15323634,8.247753,12.999225,7.686666e-05,4743.838
19,885.2769540405274,0.15055554,0.07520574,11.255153,4.303512,-0.0019681589,47084.984,33880.84009765625,0.19297743,0.1877422,7.332407,11.185858,5.476451e-06,8124.9907
20,883.443526184082,0.15030338,0.07508353,11.261668,4.3014603,-0.0019581183,47110.125,2881.904038330078,0.13220069,0.1159252,9.496415,13.858439,-1.9809608e-05,3531.5225
21,885.3636012573243,0.15054609,0.07521444,11.2545,4.302992,-0.001977043,47088.406,18976.56581347656,0.21174106,0.20214029,7.005868,12.55408,3.1444764e-05,5292.907
